exp,problem,cfg,seed,method,theta,iters,phase1_iters,phase2_iters,fevals,gevals,hevals,hvevals,time_s,gnorm,fval,converged,switched,switched_at_gnorm,probes_failed,rho_hat,decisions,probes_fired,error
E7,quadratic,kappa1000.0-n1000,6,Hybrid-fixed,3.9810717055349776e-08,649,649,0,1,652,1,0,1.268,6.69929732096199e-12,-75918.72034491597,1,1,4.002685358170636e-08,0,,,,
E7,quadratic,kappa1000.0-n1000,7,Hybrid-fixed,3.9810717055349776e-08,649,648,1,4,653,2,0,1.548,6.818051872770953e-12,-75918.72034491597,1,1,3.9871558733241614e-08,0,,,,
E7,quadratic,kappa1000.0-n1000,8,Hybrid-fixed,3.9810717055349776e-08,647,646,1,2,651,2,0,1.377,6.589465310665981e-12,-75918.72034491597,1,1,4.032629630599036e-08,0,,,,
E7,quadratic,kappa1000.0-n1000,9,Hybrid-fixed,3.9810717055349776e-08,646,645,1,5,650,2,0,1.361,6.289656158083521e-12,-75918.72034491593,1,1,4.003338295171245e-08,0,,,,
E7,quadratic,kappa1000.0-n1000,0,Hybrid-fixed,1e-08,689,689,0,0,691,0,0,1.253,1.0117313568116465e-08,-75918.72034491597,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,1,Hybrid-fixed,1e-08,695,695,0,0,697,0,0,1.147,1.0136910182730672e-08,-75918.72034491599,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,2,Hybrid-fixed,1e-08,693,693,0,0,695,0,0,1.211,1.028294141119962e-08,-75918.72034491597,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,3,Hybrid-fixed,1e-08,687,687,0,0,689,0,0,1.237,1.0093999185718436e-08,-75918.72034491593,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,4,Hybrid-fixed,1e-08,689,689,0,0,691,0,0,1.262,1.0295282015875203e-08,-75918.720344916,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,5,Hybrid-fixed,1e-08,692,692,0,0,694,0,0,1.232,1.027101515173803e-08,-75918.72034491597,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,6,Hybrid-fixed,1e-08,691,691,0,0,693,0,0,1.309,1.0303293895019187e-08,-75918.72034491597,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,7,Hybrid-fixed,1e-08,689,689,0,0,691,0,0,1.244,1.0303262995772468e-08,-75918.72034491597,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,8,Hybrid-fixed,1e-08,689,689,0,0,691,0,0,1.31,1.0099554331925532e-08,-75918.72034491593,0,0,,0,,,,
E7,quadratic,kappa1000.0-n1000,9,Hybrid-fixed,1e-08,685,685,0,0,687,0,0,1.13,1.0235807794928989e-08,-75918.72034491602,0,0,,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.169,1.5439859834674055e-12,0.2736639830408892,1,1,0.39299268172162144,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.142,1.5801801164082726e-12,0.2736639830408892,1,1,0.39967223350147235,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.152,1.573336187435887e-12,0.2736639830408892,1,1,0.40051572850118244,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.135,1.581876222351571e-12,0.27366398304088924,1,1,0.401353600752116,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.104,1.5825305902636753e-12,0.27366398304088924,1,1,0.39783713644441565,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.137,1.604044786701222e-12,0.2736639830408892,1,1,0.39508385179886185,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.126,1.5683385018809064e-12,0.27366398304088924,1,1,0.4055917068725695,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.112,1.5800702553567488e-12,0.2736639830408892,1,1,0.3941305360962717,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.112,1.5975300995510829e-12,0.2736639830408892,1,1,0.40018671790348875,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.5,5,0,5,1,13,6,0,0.138,1.6000368268823364e-12,0.27366398304088924,1,1,0.395629171331216,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.058,2.785730032234628e-09,0.2736639830408893,1,1,0.18415561194670962,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.12,2.8267514559461192e-09,0.2736639830408893,1,1,0.18432803671603454,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.082,3.0039690793538395e-09,0.27366398304088935,1,1,0.18588031384666853,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.099,3.0174299969761528e-09,0.2736639830408893,1,1,0.18519753970945205,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.128,2.877998509329712e-09,0.2736639830408893,1,1,0.18465398701117205,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.118,2.730697368215649e-09,0.2736639830408893,1,1,0.18405826015328489,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.108,3.247298458783723e-09,0.27366398304088935,1,1,0.186917754905543,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.125,2.5816020409563393e-09,0.2736639830408893,1,1,0.18317200768050884,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.117,3.020880433121928e-09,0.27366398304088935,1,1,0.18554705183448433,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.3,5,1,4,1,12,5,0,0.118,2.7914245091227786e-09,0.2736639830408893,1,1,0.18454722652970873,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.1,2.785730032234628e-09,0.2736639830408893,1,1,0.18415561194670962,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.118,2.8267514559461192e-09,0.2736639830408893,1,1,0.18432803671603454,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.095,3.0039690793538395e-09,0.27366398304088935,1,1,0.18588031384666853,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.101,3.0174299969761528e-09,0.2736639830408893,1,1,0.18519753970945205,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.117,2.877998509329712e-09,0.2736639830408893,1,1,0.18465398701117205,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.129,2.730697368215649e-09,0.2736639830408893,1,1,0.18405826015328489,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.14,3.247298458783723e-09,0.27366398304088935,1,1,0.186917754905543,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.131,2.5816020409563393e-09,0.2736639830408893,1,1,0.18317200768050884,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.095,3.020880433121928e-09,0.27366398304088935,1,1,0.18554705183448433,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.2,5,1,4,1,12,5,0,0.121,2.7914245091227786e-09,0.2736639830408893,1,1,0.18454722652970873,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.095,2.1116425226733388e-14,0.27366398304088924,1,1,0.08754672133225384,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.138,1.922126106234343e-14,0.27366398304088924,1,1,0.08751172790878187,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.13,2.175332601169673e-14,0.2736639830408892,1,1,0.08802626706852276,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.126,2.0201710349261523e-14,0.2736639830408892,1,1,0.08759861969328625,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.079,2.0856278823936264e-14,0.27366398304088924,1,1,0.0875676443314702,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.052,1.972651192779581e-14,0.2736639830408892,1,1,0.08751012593808695,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.043,2.115518907195373e-14,0.2736639830408892,1,1,0.08799516390371748,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.117,2.0086808624638212e-14,0.27366398304088924,1,1,0.0875454152829434,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.09,2.1611180805921213e-14,0.2736639830408892,1,1,0.08788623780188502,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.1,6,2,4,1,13,5,0,0.095,2.1366042500896913e-14,0.27366398304088924,1,1,0.08764655478101388,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.082,8.249087815666158e-10,0.2736639830408892,1,1,0.011161009000009062,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.096,8.710910182268891e-10,0.27366398304088924,1,1,0.011241860554085511,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.085,9.1470759942836e-10,0.27366398304088924,1,1,0.011289411710862573,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.069,9.029077194391622e-10,0.27366398304088924,1,1,0.011281619079674565,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.086,8.658488832930691e-10,0.27366398304088924,1,1,0.011219400044366933,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.086,8.247420807951545e-10,0.27366398304088924,1,1,0.01116460317288295,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.01,16,14,2,1,21,3,0,0.042,2.1434902501783943e-10,0.2736639830408892,1,1,0.009450334985880453,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.094,7.911880393103089e-10,0.27366398304088924,1,1,0.011113734225361514,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.089,9.065541567417254e-10,0.27366398304088924,1,1,0.011284115010832022,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.01,15,13,2,1,20,3,0,0.053,8.357442154912885e-10,0.27366398304088924,1,1,0.011181224248981051,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.096,5.858556437331054e-15,0.2736639830408892,1,1,0.0026225693896349245,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.088,6.066524743549988e-15,0.27366398304088924,1,1,0.0026311427283681028,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.095,6.237176258569318e-15,0.2736639830408892,1,1,0.0026446997100826684,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.065,6.1108976880417794e-15,0.27366398304088924,1,1,0.002637733469853808,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.085,6.031768897432174e-15,0.2736639830408892,1,1,0.0026322818833529184,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.084,5.876498205160638e-15,0.2736639830408892,1,1,0.0026261658797230862,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.089,6.613055141798815e-15,0.2736639830408892,1,1,0.0026607210647895552,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.055,5.873849150516403e-15,0.27366398304088924,1,1,0.0026217950879736836,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.089,6.269658514248217e-15,0.27366398304088924,1,1,0.0026443430926855753,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.0025118864315095794,20,18,2,1,25,3,0,0.052,6.105837733993541e-15,0.27366398304088924,1,1,0.0026341681639476568,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.048,6.977996783706795e-11,0.2736639830408892,1,1,0.0006352299452281627,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.087,6.770443983991011e-11,0.27366398304088924,1,1,0.0006317757336953767,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.062,6.635807907295438e-11,0.27366398304088924,1,1,0.000628974591941251,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.063,6.636115894898903e-11,0.2736639830408892,1,1,0.0006312932999088459,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.042,6.720692988052595e-11,0.27366398304088924,1,1,0.0006322687737617755,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.076,6.885962826428657e-11,0.27366398304088924,1,1,0.0006360449506485412,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.026,6.708506194513898e-11,0.27366398304088924,1,1,0.0006358817234608207,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.022,7.088896756568153e-11,0.27366398304088924,1,1,0.0006369825236408734,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.086,6.719288452505795e-11,0.2736639830408892,1,1,0.0006321074897796211,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.000630957344480193,21,20,1,1,25,2,0,0.081,6.994644290967138e-11,0.2736639830408892,1,1,0.000636966432421885,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.078,1.3592751065310767e-12,0.27366398304088924,1,1,0.00022832417886479365,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.092,1.3702359910152096e-12,0.27366398304088924,1,1,0.00022889541229784103,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.112,1.399517303393325e-12,0.2736639830408892,1,1,0.0002301764102439125,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.047,1.3872769597241699e-12,0.27366398304088924,1,1,0.00022959565996796697,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.098,1.3710915408120231e-12,0.27366398304088924,1,1,0.00022896742575066772,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.084,1.3545853222542308e-12,0.27366398304088924,1,1,0.0002281573532053279,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.078,1.4303224698818795e-12,0.27366398304088924,1,1,0.000231321452777627,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.099,1.3426786629089907e-12,0.27366398304088924,1,1,0.00022762320233035168,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.038,1.3957287674777835e-12,0.27366398304088924,1,1,0.00022999252901881437,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,0.00015848931924611142,33,32,1,1,37,2,0,0.095,1.3618978685084847e-12,0.2736639830408892,1,1,0.0002286687938364443,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.097,1.2649630914208449e-14,0.2736639830408892,1,1,7.158975998284027e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.055,1.2303139309446612e-14,0.27366398304088924,1,1,7.125758540733646e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.099,1.2598330757627845e-14,0.2736639830408892,1,1,7.167168756643848e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.084,1.2415843820499277e-14,0.2736639830408892,1,1,7.137132765061513e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.04,1.2517851933290546e-14,0.2736639830408892,1,1,7.154146545015957e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.123,1.2564980859699873e-14,0.2736639830408892,1,1,7.154834539704832e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.034,1.2505945961956859e-14,0.2736639830408892,1,1,7.153937083763121e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.087,1.2640090487853402e-14,0.2736639830408892,1,1,7.162939855682028e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.097,1.2630151216605011e-14,0.2736639830408892,1,1,7.167138744114745e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,3.9810717055349695e-05,35,34,1,1,39,2,0,0.103,1.2618442703252818e-14,0.27366398304088924,1,1,7.17654120767008e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.048,1.3132913820615742e-09,0.27366398304088924,1,1,1.2987851372012856e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.085,1.317813942799234e-09,0.27366398304088924,1,1,1.3011175154839637e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.036,1.332905541601497e-09,0.27366398304088924,1,1,1.3082031876796293e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.104,1.327306092879471e-09,0.27366398304088924,1,1,1.3054890903092158e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.033,1.3203422442177847e-09,0.27366398304088924,1,1,1.3020714425040413e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.09,1.3114056500556591e-09,0.27366398304088924,1,1,1.2978875492362206e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.024,1.3449591150518305e-09,0.27366398304088924,1,1,1.3145776958099336e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.083,1.3055335411521751e-09,0.27366398304088924,1,1,1.2950590110544629e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.061,1.3317877607351112e-09,0.27366398304088924,1,1,1.3076311455965358e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,1e-05,47,47,0,1,50,1,0,0.086,1.3171389743640761e-09,0.27366398304088924,1,1,1.3005421877586073e-05,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.089,9.728109477950099e-11,0.2736639830408892,1,1,3.5349396909919726e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.103,9.550584384410911e-11,0.27366398304088924,1,1,3.5016522278670143e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.082,9.669485989646817e-11,0.2736639830408892,1,1,3.5220796613921012e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.091,9.580873339339345e-11,0.2736639830408892,1,1,3.5056599243210963e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.066,9.657903989236644e-11,0.2736639830408892,1,1,3.5200119955866183e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.068,9.674589346132681e-11,0.27366398304088924,1,1,3.5246311871546223e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.091,9.576620069634854e-11,0.2736639830408892,1,1,3.5076252807051756e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.041,9.72202397149342e-11,0.27366398304088924,1,1,3.5347707917439673e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.091,9.658676835779683e-11,0.2736639830408892,1,1,3.5196992885901273e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,2.5118864315095823e-06,49,49,0,1,52,1,0,0.093,9.736707485301311e-11,0.2736639830408892,1,1,3.5338555269018982e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.083,9.728109477950099e-11,0.2736639830408892,1,1,3.5349396909919726e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.076,9.550584384410911e-11,0.27366398304088924,1,1,3.5016522278670143e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.086,9.669485989646817e-11,0.2736639830408892,1,1,3.5220796613921012e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.036,9.580873339339345e-11,0.2736639830408892,1,1,3.5056599243210963e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.045,9.657903989236644e-11,0.2736639830408892,1,1,3.5200119955866183e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.077,9.674589346132681e-11,0.27366398304088924,1,1,3.5246311871546223e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.045,9.576620069634854e-11,0.2736639830408892,1,1,3.5076252807051756e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,6.30957344480193e-07,62,62,0,1,65,1,0,0.095,4.157444446480686e-12,0.2736639830408892,1,1,7.296260772593831e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,8,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.096,9.658676835779683e-11,0.2736639830408892,1,1,3.5196992885901273e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,9,Hybrid-fixed,6.30957344480193e-07,49,49,0,1,52,1,0,0.065,9.736707485301311e-11,0.2736639830408892,1,1,3.5338555269018982e-06,0,,,,
E7,logistic,lam0.01-m2000-n200,0,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.109,2.1073501033095726e-13,0.2736639830408892,1,1,1.6423687137270469e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,1,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.098,2.0425213098465752e-13,0.2736639830408892,1,1,1.6169108649606872e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,2,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.055,2.065221561279078e-13,0.2736639830408892,1,1,1.626444815653833e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,3,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.101,2.047537910419888e-13,0.2736639830408892,1,1,1.619089471859857e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,4,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.029,2.0744823158319804e-13,0.27366398304088924,1,1,1.630084844919985e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,5,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.037,2.0923983414956926e-13,0.27366398304088924,1,1,1.636725973222403e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,6,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.116,2.0282416767018694e-13,0.27366398304088924,1,1,1.6113375668638826e-07,0,,,,
E7,logistic,lam0.01-m2000-n200,7,Hybrid-fixed,1.584893192461114e-07,64,64,0,1,67,1,0,0.103,2.1130562834759614e-13,0.2736639830408892,1,1,1.644706894439436e-07,0,,,,
